ecoli_protein	b#	RPKM	piechart	archaea	protozoan	bacteria	actinobacteria	bacteroidetes	gammaproteobacteria	deltaproteobacteria	betaproteobacteria	alphaproteobacteria	clostridiales	leuconostocaceae	lactobacillaceae
pyrD	b0945	9.55	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	7.05	0	0	0	0	2.5	0	0	0	0
yfbG	b2255	32.04	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	17.49	0	2.93	2.91	5.81	0	2.89	0	0	0
uup	b0949	2.91	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	2.91	0	0	0	0	0	0	0	0	0
tilS	b0188	6.16	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	1.96	0	4.2	0	0	0	0	0	0	0
hpt	b0125	29.6	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	5.09	0	24.51	0	0	0	0	0	0	0
gcd	b0124	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
degP	b0161	67.61	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	8.03	0	53.36	6.22	0	0	0	0	0	0
degQ	b3234	22.53	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	18.55	2.03	0	0	0	1.96	0	0
degS	b3235	3.06	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	3.06	0	0	0	0	0	0
metQ	b0197	13.4	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	6.55	0	0	6.85	0	0	0	0	0	0
metI	b0198	4.16	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	4.16	0	0
metN	b0199	33.23	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	2.64	0	16.24	2.67	0	0	0	11.68	0	0
gmhB	b0200	8.54	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	2.21	0	2.13	0	0	0	0	4.2	0	0
lpcA	b0222	8.96	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	4.72	0	0	0	4.24	0	0
yraO	b3149	4.18	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	4.18	0	0	0	0	0	0	0	0	0
ydiO	b1695	219.48	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	54.24	0	136.49	0	0	0	0	28.74	0	0
mltD	b0211	22.41	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	4.6	0	17.81	0	0	0	0	0	0	0
ycjF	b1322	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yafA	b0239	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
crl	b0240	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
yaeB	b0195	8.19	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	4.12	0	0	0	0	4.07	0	0
betB	b0312	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
betA	b0311	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
betI	b0313	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
prpE	b0335	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
acs	b4069	86.78	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	19.04	0	56.24	0	0	0	1.42	10.09	0	0
actP	b4067	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
cynT	b0339	4.8	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	4.8	0	0
cynS	b0340	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
cynX	b0341	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ebgA	b3076	86.77	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	20.06	0	60.87	0	0	0	0	5.84	0	0
ebgC	b3077	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ebgR	b3075	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
treC	b4239	44.98	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	9.13	1.57	25.8	0	0	0	0	8.48	0	0
treB	b4240	1.92	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	1.92	0	0	0	0	0	0	0	0
treR	b4241	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
pgm	b0688	138.94	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	63.41	6.41	23.32	18.23	0	0	0	27.57	0	0
phoA	b0383	3.35	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	1.45	0	0	1.9	0	0	0	0	0	0
psiF	b0384	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
oxyR	b3961	2.96	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	2.96	0	0	0	0	0	0	0
phoQ	b1129	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
phoP	b1130	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ispA	b0421	39.88	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	30.85	0	2.81	0	3.04	0	3.18	0	0	0
plsB	b4041	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
dinF	b4044	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ampG	b0433	29.05	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	29.05	0	0	0	0	0	0	0
ydhD	b1654	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
bolA	b0435	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
xerC	b3811	114.2	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	5.65	0	108.55	0	0	0	0	0	0	0
hslU	b3931	21.27	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	1.87	0	0	13.46	0	2.05	0	3.89	0	0
hslV	b3932	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
hns	b1237	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
stpA	b2669	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ydgT	b1625	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
ybaO	b0447	23.83	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	23.83	0	0	0	0	0	0	0
mdlA	b0448	2.9	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	1.39	0	0	0	0	0	1.51	0	0
mdlB	b0449	0	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	0	0	0	0	0	0	0
glnK	b0450	8.14	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	0	0	0	8.14	0	0	0	0	0	0
glnB	b2553	80.25	piechart: attributelist="archaea,protozoan,bacteria,actinobacteria,bacteroidetes,gammaproteobacteria,deltaproteobacteria,betaproteobacteria,alphaproteobacteria,clostridiales,leuconostocaceae,lactobacillaceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366" showlabels=false	0	0	8.07	0	39.63	32.55	0	0	0	0	0	0
